source_primary,source_secondary,target
DRUGBANK:DB11330,UMLS:C0982025,MONDO:0002243
CHEBI:6456,CHEBI:44445,UMLS:C0853314
CHEBI:40237,CHEBI:188719,MONDO:0005148
CHEBI:75045,CHEBI:75998,MONDO:0005012
CHEBI:5931,CHEBI:85662,MONDO:0005148
CHEBI:17015,CHEBI:18385,MONDO:0002122
CHEBI:31498,CHEBI:9667,UMLS:C0011974
CHEBI:31498,CHEBI:36560,UMLS:C0011974
CHEBI:17568,CHEBI:32188,MONDO:0001187
UMLS:C0041499,CHEBI:94725,MONDO:0002508
CHEBI:31498,UNII:6V88E24N5T,MONDO:0001126
CHEBI:6909,CHEBI:6923,MONDO:0006014
CHEBI:135624,CHEBI:31739,MONDO:0002508
CHEBI:9667,CHEBI:47381,MONDO:0002508
CHEBI:9468,CHEBI:116735,MONDO:0005326
CHEBI:18250,CHEBI:47977,MONDO:0005578
CHEBI:16199,CHEBI:17650,MONDO:0005326
CHEBI:95178,CHEBI:3611,UMLS:C0151713
CHEBI:74460,CHEBI:17650,MONDO:0004980
CHEBI:74460,CHEBI:17650,MONDO:0005230
CHEBI:53579,CHEBI:84116,HP:0031246
CHEBI:93363,CHEBI:35176,MONDO:0003799
CHEBI:8461,CHEBI:16163,HP:0031246
CHEBI:66899,CHEBI:9599,MONDO:0006875
CHEBI:5130,CHEBI:94557,HP:0012531
CHEBI:26710,CHEBI:27373,HP:0033521
CHEBI:135096,CHEBI:16914,HP:0030834
CHEBI:3614,CHEBI:187892,MONDO:0002258
PUBCHEM.COMPOUND:160883,CHEBI:62088,HP:0012531
CHEBI:46195,CHEBI:6456,HP:0012531
CHEBI:52010,CHEBI:51209,UMLS:C0949070
CHEBI:29888,PUBCHEM.COMPOUND:24479,HP:0002239
CHEBI:6784,CHEBI:7627,HP:0100608
CHEBI:3374,CHEBI:44445,MONDO:0018874
CHEBI:3077,PUBCHEM.COMPOUND:3467,MONDO:0002406
CHEBI:27300,CHEBI:27300,MONDO:0100471
CHEBI:2500,CHEBI:16914,MONDO:0018874
UNII:472LWJ3Y9N,CHEBI:22984,MONDO:0005298
CHEBI:51209,CHEBI:52010,HP:0025095
CHEBI:51209,CHEBI:52010,MONDO:0005709
CHEBI:25567,CHEBI:29279,MONDO:0018754
CHEBI:9667,CHEBI:47381,MONDO:0005318
DRUGBANK:DB10783,UMLS:C3859493,DRUGBANK:DB10785
CHEBI:28674,CHEBI:84115,UMLS:C0270996
CHEBI:16199,CHEBI:17650,UMLS:C0863090
CHEBI:52010,CHEBI:81717,HP:0025095
CHEBI:6538,CHEBI:51209,HP:0025095
UMLS:C0041499,CHEBI:41872,HP:0033050
CHEBI:6538,CHEBI:51209,MONDO:0005709
CHEBI:8430,CHEBI:31225,HP:0030766
UNII:6Y89129C8H,DRUGBANK:DB15615,UMLS:C0267167
UMLS:C3660637,CHEBI:33353,MONDO:0005246
CHEBI:48947,CHEBI:472657,MONDO:0100338
DRUGBANK:DB10323,DRUGBANK:DB10320,MONDO:0005114
CHEBI:41879,CHEBI:28864,MONDO:0005504
CHEBI:28674,CHEBI:3077,MONDO:0011786
CHEBI:41879,CHEBI:28864,MONDO:0005504
CHEBI:28864,CHEBI:41879,MONDO:0004795
CHEBI:28864,CHEBI:41879,MONDO:0005504
CHEBI:5134,CHEBI:2950,MONDO:0011786
CHEBI:5134,CHEBI:2950,HP:0000989
CHEBI:6741,CHEBI:50275,MONDO:0004247
CHEBI:6801,CHEBI:85078,MONDO:0005148
CHEBI:135173,CHEBI:28304,MONDO:0001106
CHEBI:76128,CHEBI:94557,UMLS:C3495832
CHEBI:9241,CHEBI:135492,NCIT:C50611
CHEBI:85083,CHEBI:85089,MONDO:0005155
UMLS:C2587184,UMLS:C2369149,HP:0430034
UMLS:C0796392,CHEBI:114785,UMLS:C3266992
UMLS:C0657912,CHEBI:17439,MONDO:0020696
CHEBI:47381,CHEBI:63610,MONDO:0001056
CHEBI:76128,CHEBI:94557,UMLS:C3495832
CHEBI:6801,CHEBI:85078,MONDO:0005300
UNII:DPT0O3T46P,UMLS:C0338204,MONDO:0005036
UMLS:C1172157,CHEBI:44185,MONDO:0100345
CHEBI:3508,CHEBI:29377,UMLS:C0948783
CHEBI:85984,CHEBI:3508,MONDO:0018944
CHEBI:6456,CHEBI:7476,UMLS:C0234251
CHEBI:32139,CHEBI:28741,HP:0000225
CHEBI:75998,CHEBI:75045,NCIT:C35529
CHEBI:75045,CHEBI:75998,NCIT:C35529
CHEBI:77260,CHEBI:47381,EFO:0009573
UMLS:C0796392,CHEBI:31348,MONDO:0005414
CHEBI:31608,CHEBI:27470,MONDO:0000755
CHEBI:31608,CHEBI:27470,MONDO:0000755
UMLS:C0657912,CHEBI:17439,MONDO:0020696
CHEBI:5147,CHEBI:3207,MONDO:0005002
CHEBI:63618,CHEBI:15365,MONDO:0005267
UMLS:C1367202,UMLS:C2346820,CHEBI:50924
CHEBI:178199,UMLS:C0879427,CHEBI:5971
CHEBI:8461,CHEBI:4470,UMLS:C0749874
CHEBI:18248,CHEBI:192761,MONDO:0001357
CHEBI:75832,CHEBI:27470,MONDO:0000755
CHEBI:75832,CHEBI:27470,MONDO:0000755
CHEBI:8871,CHEBI:39867,HP:0100754
UMLS:C0301812,UMLS:C2722896,MONDO:0001684
CHEBI:5778,CHEBI:2639,MONDO:0005044
CHEBI:39548,CHEBI:2668,MONDO:0005010
UMLS:C5421138,CHEBI:50381,UniProtKB:O75175
CHEBI:39548,CHEBI:2668,MONDO:0005010
CHEBI:28748,CHEBI:52717,CHEBI:91326
CHEBI:90926,CHEBI:31536,UniProtKB:A0A8D1B937
CHEBI:27306,CHEBI:3994,HP:0002017
CHEBI:27306,CHEBI:6709,HP:0002017
CHEBI:27306,CHEBI:3994,HP:0002017
UNII:2WU922TK3L,UNII:K6BUU8J72P,EFO:0004338
UNII:G8RGG88B68,CHEBI:63580,UNII:NBNLIKBZ5N
CHEBI:30742,CHEBI:16997,MONDO:0006733
UMLS:C0023607,CHEBI:81569,UMLS:C0404572
UNII:8L7891MRB6,CHEBI:145371,MONDO:0005974
CHEBI:135285,CHEBI:6801,UMLS:C3838797
CHEBI:46081,CHEBI:3764,HP:0000989
CHEBI:5855,CHEBI:51209,HP:0001945
CHEBI:39548,CHEBI:2668,MONDO:0005010
UNII:2WU922TK3L,UNII:K6BUU8J72P,MONDO:0005155
CHEBI:38545,CHEBI:15365,EFO:0009573
CHEBI:3419,CHEBI:15365,MONDO:0018874
CHEBI:85984,CHEBI:3508,MONDO:0018944
CHEBI:26710,CHEBI:32588,MONDO:0003019
CHEBI:9927,UMLS:C4033447,MONDO:0005252
CHEBI:73274,CHEBI:6801,MONDO:0005148
CHEBI:68534,CHEBI:231344,MONDO:0010239
CHEBI:31623,UNII:WA1RT89G9X,MONDO:0002519
CHEBI:63036,CHEBI:32139,UniProtKB:A0A6Q2X383
CHEBI:17650,CHEBI:8357,MONDO:0002735
CHEBI:3614,CHEBI:187892,MONDO:0005318
CHEBI:2676,CHEBI:48947,UMLS:C0856695
CHEBI:34674,CHEBI:17234,HP:0011028
CHEBI:17439,CHEBI:31607,MONDO:0002280
CHEBI:94557,CHEBI:44445,UBERON:0001130
DRUGBANK:DB10651,CHEBI:16914,UMLS:C1112611
CHEBI:94557,CHEBI:44445,UBERON:0001130
CHEBI:91591,CHEBI:28674,HP:0001742
CHEBI:28674,CHEBI:31625,MONDO:0002307
CHEBI:4631,CHEBI:28775,HP:0031273
CHEBI:48213,CHEBI:48220,MONDO:0001786
UNII:S3V868548T,CHEBI:52010,MONDO:0005709
CHEBI:53579,CHEBI:84116,MONDO:0005709
CHEBI:45924,CHEBI:8310,MONDO:0005113
CHEBI:9667,CHEBI:17630,MONDO:0017475
UNII:JSV288Q5CV,UNII:JSV288Q5CV,MONDO:0100130
CHEBI:8378,CHEBI:194135,MONDO:0005129
UNII:UM5219H89V,CHEBI:28364,MONDO:0001356
UMLS:C3541379,CHEBI:27306,HP:0002027
CHEBI:94557,CHEBI:44445,MONDO:0019735
CHEBI:7476,CHEBI:94557,MONDO:0019735
CHEBI:22652,UNII:N667F17JP1,MONDO:0005709
CHEBI:25187,DRUGBANK:DB11082,MONDO:0009848
CHEBI:52010,CHEBI:59773,UMLS:C0339164
CHEBI:3504,CHEBI:48947,UMLS:C0264222
CHEBI:45863,CHEBI:27899,UMLS:C5400468
UNII:4A2Y23XK11,UNII:0JSR7Z0NB6,MONDO:0005233
CHEBI:230905,CHEBI:31638,MONDO:0000618
UNII:39IS23Q1EW,CHEBI:50131,MONDO:0018881
UNII:39IS23Q1EW,CHEBI:50131,MONDO:0018881
CHEBI:5855,CHEBI:4636,UMLS:C0235162
CHEBI:3077,CHEBI:7507,MONDO:0021666
DRUGBANK:DB16613,PUBCHEM.COMPOUND:3467,MONDO:0003212
CHEBI:3508,CHEBI:29377,EFO:1001816
CHEBI:93752,CHEBI:31638,NCIT:C148081
CHEBI:75045,CHEBI:75998,UniProtKB:A0A8D0SEZ5
CHEBI:5118,CHEBI:7735,MONDO:0002009
UMLS:C1709429,CHEBI:41879,HP:0430034
DRUGBANK:DB18714,DRUGBANK:DB18714,MONDO:0000755
DRUGBANK:DB18714,DRUGBANK:DB18714,MONDO:0000755
CHEBI:71940,CHEBI:76607,MONDO:0016698
UNII:3U02EL437C,CHEBI:3764,UMLS:C0549310
CHEBI:59919,CHEBI:59912,MONDO:0005110
CHEBI:3614,CHEBI:6456,MONDO:0021246
CHEBI:9321,CHEBI:28971,UMLS:C0694549
CHEBI:2676,CHEBI:48947,UMLS:C0694549
CHEBI:51803,CHEBI:39561,MONDO:0021201
CHEBI:133011,CHEBI:8310,MONDO:0021201
CHEBI:3764,CHEBI:41879,MONDO:0021201
PUBCHEM.COMPOUND:45357473,CHEBI:6715,CHEBI:53775
UMLS:C3827082,CHEBI:45863,MONDO:0007254
CHEBI:534,CHEBI:17924,MONDO:0002203
UMLS:C0030909,CHEBI:16015,UMLS:C0079581
CHEBI:9332,CHEBI:45924,MONDO:0019345
UMLS:C5432263,UMLS:C5432264,UNII:JSV288Q5CV
CHEBI:145430,CHEBI:2038,UMLS:C0796611
CHEBI:4672,CHEBI:8382,MONDO:0008315
UNII:4F4X42SYQ6,UMLS:C1699394,MONDO:0018908
CHEBI:27306,CHEBI:3994,MONDO:0006744
CHEBI:41879,CHEBI:17698,MONDO:0001718
CHEBI:39561,CHEBI:135611,UMLS:C0006434
CHEBI:3077,CHEBI:63845,MONDO:0001718
CHEBI:85089,CHEBI:85083,UMLS:C4049392
CHEBI:5134,CHEBI:64064,MONDO:0004979
CHEBI:7507,UMLS:C0004599,MONDO:0002237
CHEBI:7507,UMLS:C0004599,MONDO:0006559
CHEBI:9667,CHEBI:7660,MONDO:0001984
CHEBI:28674,CHEBI:41879,MONDO:0002313
CHEBI:5088,CHEBI:135538,MONDO:0005280
CHEBI:5134,CHEBI:75037,MONDO:0005002
UNII:9810NUL4D1,CHEBI:3207,MONDO:0005002
CHEBI:88258,CHEBI:45924,MONDO:0100338
DRUGBANK:DB15794,CHEBI:46859,MONDO:0005076
CHEBI:52010,CHEBI:8093,MONDO:0000771
CHEBI:145499,CHEBI:64312,MONDO:0004975
CHEBI:42355,CHEBI:6067,MONDO:0011438
CHEBI:12777,CHEBI:18145,MONDO:0007016
CHEBI:30746,CHEBI:16914,MONDO:0005984
CHEBI:31498,CHEBI:518413,HP:0002027
CHEBI:3510,CHEBI:48947,MONDO:0021201
CHEBI:39585,CHEBI:15765,MONDO:0014231
UMLS:C0305062,DRUGBANK:DB09877,MONDO:0005526
DRUGBANK:DB09877,UMLS:C0305062,MONDO:0005526
DRUGBANK:DB09877,UMLS:C0305062,MONDO:0005526
CHEBI:28939,CHEBI:134753,MONDO:0006004
CHEBI:190509,CHEBI:3697,UMLS:C1535882
CHEBI:4636,CHEBI:6456,UMLS:C0021564
CHEBI:6888,CHEBI:6456,UMLS:C3854487
CHEBI:149601,CHEBI:49040,MONDO:0007750
UNII:4F4X42SYQ6,UMLS:C1699394,MONDO:0004095
CHEBI:31623,UNII:WA1RT89G9X,MONDO:0004872
CHEBI:48947,CHEBI:472657,MONDO:0004277
CHEBI:135492,CHEBI:50156,UMLS:C0851300
CHEBI:9468,CHEBI:116735,MONDO:0004872
CHEBI:33118,CHEBI:17754,HP:0000155
CHEBI:91231,PUBCHEM.COMPOUND:12814875,MONDO:0005920
CHEBI:575568,CHEBI:8455,MONDO:0005920
CHEBI:135499,CHEBI:9671,UMLS:C0851300
CHEBI:17234,CHEBI:26710,MONDO:0005302
DRUGBANK:DB13195,CHEBI:16914,UMLS:C0009938
CHEBI:383703,CHEBI:27607,UMLS:C0043250
UMLS:C0041499,CHEBI:94725,MONDO:0006723
CHEBI:31687,CHEBI:64312,MONDO:0007089
CHEBI:36560,DRUGBANK:DB11321,UMLS:C0043250
CHEBI:116735,CHEBI:3614,EFO:0010072
CHEBI:31498,CHEBI:6532,HP:0003270
CHEBI:17650,CHEBI:247956,UMLS:C0947872
CHEBI:5088,CHEBI:135538,MONDO:0001732
CHEBI:30429,CHEBI:30429,MONDO:0002516
UMLS:C3827082,UMLS:C1699394,UMLS:C0855036
CHEBI:95178,CHEBI:3611,MONDO:0005667
UMLS:C0071214,UMLS:C1372952,MONDO:0005608
CHEBI:15940,CHEBI:94731,MONDO:0002471
CHEBI:48947,CHEBI:472657,MONDO:0005961
CHEBI:2676,CHEBI:48947,MONDO:0005961
CHEBI:3485,CHEBI:48947,MONDO:0002186
CHEBI:3697,CHEBI:190509,UMLS:C0729565
CHEBI:46195,CHEBI:51209,MONDO:0005812
CHEBI:22652,UNII:N667F17JP1,MONDO:0005812
CHEBI:5778,CHEBI:9671,MONDO:0003019
CHEBI:5778,CHEBI:9671,MONDO:0003019
CHEBI:38545,CHEBI:9927,MONDO:0005468
CHEBI:2668,CHEBI:38545,MONDO:0002928
CHEBI:2666,CHEBI:8028,UMLS:C0588008
CHEBI:4631,DRUGBANK:DB14586,HP:0025017
CHEBI:75832,CHEBI:27470,UMLS:C0240066
CHEBI:5778,CHEBI:8713,MONDO:0005044
CHEBI:6541,CHEBI:5778,MONDO:0005044
PUBCHEM.COMPOUND:3467,CHEBI:41879,MONDO:0023865
UMLS:C0041499,UNII:X8XI70B5Z6,MONDO:0007019
PUBCHEM.COMPOUND:160883,CHEBI:62088,HP:0002487
CHEBI:31415,CHEBI:28674,HP:0100534
UMLS:C2346820,UMLS:C1367202,UMLS:C0278517
UMLS:C1577331,UNII:4F4X42SYQ6,MONDO:0018906
CHEBI:17924,CHEBI:17754,MONDO:0002203
UMLS:C2346820,UMLS:C1367202,MONDO:0005012
CHEBI:135136,CHEBI:6909,UMLS:C0023886
CHEBI:48947,CHEBI:472657,NCBITaxon:727
CHEBI:32914,CHEBI:6456,NCIT:C78509
CHEBI:145371,UNII:8L7891MRB6,UMLS:C0278987
CHEBI:4653,CHEBI:15365,MONDO:0005098
CHEBI:71255,CHEBI:49713,MONDO:0004985
CHEBI:135096,CHEBI:16914,UMLS:C0751371
CHEBI:7789,CHEBI:6717,HP:0100607
CHEBI:52010,CHEBI:8093,HP:0001742
CHEBI:135222,CHEBI:8093,MONDO:0004514
CHEBI:5855,PUBCHEM.COMPOUND:160883,UMLS:C0149875
CHEBI:132233,CHEBI:4469,MONDO:0005302
CHEBI:6970,CHEBI:16914,MONDO:0005083
CHEBI:50815,CHEBI:16469,MONDO:0005298
CHEBI:5551,CHEBI:52010,MONDO:0005492
CHEBI:50742,CHEBI:16469,MONDO:0005298
UNII:9810NUL4D1,PUBCHEM.COMPOUND:11431811,MONDO:0003781
CHEBI:6888,CHEBI:6456,MONDO:0005578
CHEBI:135096,CHEBI:16914,UMLS:C2609048
CHEBI:5088,CHEBI:135538,MONDO:0006032
CHEBI:31498,CHEBI:4514,HP:0011848
CHEBI:72291,CHEBI:367163,MONDO:0005109
CHEBI:6923,PUBCHEM.COMPOUND:71586946,MONDO:0006608
CHEBI:3215,CHEBI:28918,NCIT:C92821
CHEBI:16469,CHEBI:231594,HP:0000786
CHEBI:47519,UNII:3U02EL437C,MONDO:0007019
CHEBI:36560,DRUGBANK:DB11321,UMLS:C0332686
UNII:RUU8G67GQM,CHEBI:16914,UMLS:C0006107
CHEBI:31498,CHEBI:4514,HP:0033589
CHEBI:3215,CHEBI:28918,NCIT:C34887
CHEBI:17997,CHEBI:15379,HP:0012418
CHEBI:2676,CHEBI:48947,MONDO:0002186
UNII:DPT0O3T46P,CHEBI:66910,MONDO:0005086
UNII:B1QE5P712K,CHEBI:18250,MONDO:0006733
CHEBI:16997,CHEBI:17754,MONDO:0006733
CHEBI:16199,CHEBI:46859,MONDO:0006733
CHEBI:104017,CHEBI:135207,HP:0012735
CHEBI:4636,CHEBI:51209,HP:0012735
CHEBI:5551,CHEBI:8093,HP:0012735
CHEBI:4470,CHEBI:5551,HP:0012735
CHEBI:135285,CHEBI:6801,MONDO:0005148
CHEBI:31286,CHEBI:16199,MONDO:0001628
CHEBI:5384,CHEBI:6801,MONDO:0005148
UMLS:C2346820,UMLS:C1367202,MONDO:0005012
CHEBI:16914,CHEBI:34764,MONDO:0019558
CHEBI:51209,CHEBI:52010,MONDO:0011786
CHEBI:4636,CHEBI:8093,HP:0000989
DRUGBANK:DB11058,CHEBI:36560,UMLS:C0006435
CHEBI:7660,CHEBI:6909,MONDO:0006014
DRUGBANK:DB15794,CHEBI:46859,MONDO:0002508
CHEBI:3697,CHEBI:190509,UMLS:C0520767
CHEBI:93363,CHEBI:59773,MONDO:0003799
CHEBI:38545,CHEBI:2668,MONDO:0011374
CHEBI:31807,PUBCHEM.COMPOUND:160883,UMLS:C4728126
DRUGBANK:DB13913,CHEBI:28241,UMLS:C4728126
CHEBI:52010,CHEBI:82722,HP:0031246
CHEBI:36560,CHEBI:50819,HP:0000989
CHEBI:134916,CHEBI:46195,HP:0012531
CHEBI:94557,CHEBI:47381,HP:0012531
CHEBI:16714,CHEBI:7476,HP:0012531
CHEBI:8207,CHEBI:9599,MONDO:0001744
CHEBI:28674,CHEBI:3077,MONDO:0005709
CHEBI:32139,CHEBI:31498,NCIT:C78213
CHEBI:6923,CHEBI:17650,MONDO:0024268
CHEBI:48947,CHEBI:472657,MONDO:0002258
CHEBI:5855,CHEBI:22652,HP:0012531
CHEBI:32914,CHEBI:15354,NCIT:C78325
UNII:RUU8G67GQM,CHEBI:16914,UMLS:C0434437
DRUGBANK:DB10651,CHEBI:16914,NCIT:C78325
CHEBI:31498,CHEBI:9667,UMLS:C0549202
CHEBI:32354,CHEBI:93363,NCIT:C50572
CHEBI:9667,CHEBI:7507,MONDO:0005480
CHEBI:7507,CHEBI:3001,MONDO:0005480
CHEBI:3614,CHEBI:5130,MONDO:0005318
CHEBI:135811,CHEBI:31498,NCIT:C102529
CHEBI:2567,CHEBI:27300,MONDO:0005298
CHEBI:135624,CHEBI:31739,MONDO:0005318
CHEBI:52010,CHEBI:9667,MONDO:0019167
CHEBI:17754,CHEBI:17924,HP:0033050
CHEBI:4046,CHEBI:28918,MONDO:0100053
CHEBI:82977,CHEBI:85083,UMLS:C4049435
UNII:2WU922TK3L,UNII:K6BUU8J72P,UMLS:C4049431
CHEBI:17548,CHEBI:81862,UMLS:C0267167
CHEBI:31498,UNII:6V88E24N5T,UMLS:C0267167
CHEBI:39548,CHEBI:49040,MONDO:0001336
DRUGBANK:DB10336,DRUGBANK:DB10320,MONDO:0005114
DRUGBANK:DB10324,DRUGBANK:DB10320,MONDO:0005114
CHEBI:9667,CHEBI:7507,HP:0000989
CHEBI:7660,CHEBI:6909,MONDO:0005993
CHEBI:27470,CHEBI:75832,UMLS:C0522613
CHEBI:50838,CHEBI:16469,MONDO:0011225
CHEBI:2549,PUBCHEM.COMPOUND:657309,MONDO:0001944
CHEBI:9241,CHEBI:135492,UniProtKB:A0A8D1EIM4
UMLS:C0796392,CHEBI:28748,MONDO:0001944
CHEBI:3175,CHEBI:9599,HP:0007906
CHEBI:9599,CHEBI:4702,MONDO:0001792
UMLS:C0338204,CHEBI:45863,CHEBI:4027
UNII:G083B71P98,PUBCHEM.COMPOUND:105013,UniProtKB:P01168
CHEBI:50838,CHEBI:16469,MONDO:0011225
CHEBI:15765,CHEBI:39585,MONDO:0015609
UNII:3K045XR58X,CHEBI:5551,MONDO:0001358
CHEBI:28304,CHEBI:27373,UMLS:C0038045
CHEBI:30745,CHEBI:30746,HP:0001987
CHEBI:5778,CHEBI:9241,MONDO:0005155
CHEBI:6741,CHEBI:3215,NCIT:C34887
CHEBI:6741,CHEBI:3215,NCIT:C34887
CHEBI:3215,CHEBI:6741,NCIT:C34887
CHEBI:6741,CHEBI:3215,NCIT:C34887
CHEBI:135947,PUBCHEM.COMPOUND:45357473,MONDO:0006004
CHEBI:5551,CHEBI:15407,MONDO:0008487
CHEBI:46936,CHEBI:32322,MONDO:0005468
CHEBI:135962,CHEBI:71940,MONDO:0005362
CHEBI:2950,CHEBI:5134,MONDO:0005252
UNII:DPT0O3T46P,CHEBI:85994,UMLS:C0242656
CHEBI:175901,CHEBI:45863,UMLS:C0242656
CHEBI:8378,CHEBI:63845,MONDO:0020944
CHEBI:28304,CHEBI:27373,UMLS:C0009938
UMLS:C4310385,CHEBI:68606,MONDO:0005252
CHEBI:69478,CHEBI:66964,UMLS:C0278140
CHEBI:6832,CHEBI:5855,HP:0002487
CHEBI:15365,CHEBI:4653,MONDO:0005264
CHEBI:135780,CHEBI:31498,HP:0002027
UMLS:C1577331,UNII:4F4X42SYQ6,UMLS:C0855068
CHEBI:26710,CHEBI:17234,UMLS:C0420433
CHEBI:28748,CHEBI:52717,UMLS:C0151773
CHEBI:10650,CHEBI:7476,UMLS:C1740836
CHEBI:53778,CHEBI:2524,HP:0000505
CHEBI:72291,CHEBI:37924,UniProtKB:A0A8D1B937
CHEBI:27306,CHEBI:51380,HP:0002017
CHEBI:77032,CHEBI:85537,MONDO:0003781
CHEBI:6801,CHEBI:135285,CHEBI:6801
CHEBI:5134,CHEBI:2950,HP:0410324
CHEBI:46081,CHEBI:6923,HP:0000989
CHEBI:4754,CHEBI:9667,MONDO:0015798
CHEBI:3311,CHEBI:27300,MONDO:0005298
CHEBI:27300,CHEBI:3311,CHEBI:27300
CHEBI:6456,CHEBI:110423,NCIT:C15421
CHEBI:2666,CHEBI:8028,HP:0000713
UMLS:C0796392,CHEBI:63632,MONDO:0001944
CHEBI:63584,CHEBI:8382,CHEBI:4672
CHEBI:63584,CHEBI:8378,CHEBI:4672
CHEBI:31623,CHEBI:7507,MONDO:0021666
CHEBI:59732,CHEBI:53691,NCIT:C35135
UNII:81F061RQS4,UNII:7Y4N11PXO8,MONDO:0020674
CHEBI:3614,CHEBI:4636,UMLS:C0419324
CHEBI:125354,UMLS:C0210630,MONDO:0005062
CHEBI:26710,CHEBI:16899,MONDO:0002492
CHEBI:82701,UNII:4F4X42SYQ6,UMLS:C0854802
CHEBI:38545,CHEBI:15365,MONDO:0005439
CHEBI:48220,CHEBI:48213,UMLS:C0555971
CHEBI:38545,CHEBI:9927,MONDO:0005439
CHEBI:182080,CHEBI:46195,UMLS:C0278139
CHEBI:182080,CHEBI:46195,UMLS:C0278139
CHEBI:5779,CHEBI:46195,UMLS:C0278139
CHEBI:5779,CHEBI:46195,UMLS:C0278139
CHEBI:52010,CHEBI:81717,MONDO:0025598
CHEBI:46936,CHEBI:32322,UMLS:C0699896
CHEBI:47381,CHEBI:7789,UBERON:0001130
CHEBI:16914,CHEBI:3001,MONDO:0005083
CHEBI:74500,CHEBI:135624,MONDO:0002406
CHEBI:7507,CHEBI:34764,MONDO:0002406
CHEBI:46195,CHEBI:76128,MONDO:0008383
CHEBI:46195,CHEBI:31783,MONDO:0008383
PUBCHEM.COMPOUND:854498,CHEBI:46195,HP:0002373
CHEBI:30217,CHEBI:15379,MONDO:0002267
DRUGBANK:DB17091,DRUGBANK:DB15654,MONDO:0100130
UNII:JSV288Q5CV,UNII:JSV288Q5CV,MONDO:0100130
CHEBI:81862,CHEBI:64733,MONDO:0012819
CHEBI:16914,CHEBI:34764,MONDO:0003645
CHEBI:7507,CHEBI:34764,MONDO:0021340
UNII:R17X820ROL,UMLS:C0032823,MONDO:0012719
CHEBI:16914,CHEBI:34764,MONDO:0002040
CHEBI:16336,UNII:D27V6190PM,UMLS:C0339164
CHEBI:134719,CHEBI:9421,UMLS:C4727977
UNII:0JSR7Z0NB6,UNII:4A2Y23XK11,MONDO:0005233
UMLS:C3641122,CHEBI:83766,UMLS:C0278802
CHEBI:104017,CHEBI:8093,MONDO:0005271
UNII:39IS23Q1EW,CHEBI:50131,MONDO:0018881
CHEBI:53778,CHEBI:2524,MONDO:0002317
CHEBI:27306,CHEBI:6709,MONDO:0002317
CHEBI:7789,CHEBI:5855,HP:0002027
DRUGBANK:DB18714,DRUGBANK:DB18714,MONDO:0000755
DRUGBANK:DB18714,DRUGBANK:DB18714,MONDO:0000755
UNII:D99YVK4L0X,CHEBI:45863,EFO:0006911
CHEBI:9599,CHEBI:63925,MONDO:0005338
CHEBI:76607,CHEBI:71940,MONDO:0016698
CHEBI:62984,CHEBI:8357,HP:0002027
CHEBI:17754,CHEBI:39561,MONDO:0021201
CHEBI:6909,CHEBI:6923,MONDO:0100128
CHEBI:28787,CHEBI:17234,HP:0001681
CHEBI:25107,CHEBI:22984,MONDO:0006844
UMLS:C1699394,UMLS:C3827082,UMLS:C5235951
CHEBI:9332,CHEBI:45924,MONDO:0019345
CHEBI:8378,CHEBI:194135,MONDO:0005328
CHEBI:9332,CHEBI:45924,UMLS:C0856695
CHEBI:28775,CHEBI:4631,MONDO:0000945
CHEBI:95341,CHEBI:145994,CHEBI:25805
CHEBI:3508,CHEBI:29377,MONDO:0001920
CHEBI:16199,CHEBI:17650,MONDO:0006570
CHEBI:31397,CHEBI:5147,MONDO:0004979
CHEBI:408174,CHEBI:3207,MONDO:0004979
CHEBI:3764,CHEBI:41879,MONDO:0002885
CHEBI:90951,CHEBI:66901,MONDO:0009061
CHEBI:5551,CHEBI:15407,MONDO:0004777
CHEBI:7507,CHEBI:81712,MONDO:0004605
CHEBI:16914,CHEBI:34764,UMLS:C0263361
CHEBI:51209,CHEBI:6538,MONDO:0005091
PUBCHEM.COMPOUND:11431811,CHEBI:6970,MONDO:0005002
CHEBI:3614,CHEBI:94563,MONDO:0006723
CHEBI:50275,CHEBI:32139,MONDO:0005412
CHEBI:16469,CHEBI:231594,HP:0000869
CHEBI:133009,CHEBI:85083,UMLS:C4049418
CHEBI:5551,CHEBI:15407,MONDO:0100470
CHEBI:8310,CHEBI:6456,MONDO:0004795
CHEBI:18145,CHEBI:12777,MONDO:0007016
CHEBI:27300,CHEBI:12777,MONDO:0007016
CHEBI:135107,CHEBI:27902,MONDO:0001249
CHEBI:32139,CHEBI:8768,MONDO:0006781
DRUGBANK:DB13195,CHEBI:16914,HP:0003418
CHEBI:8888,CHEBI:15765,MONDO:0014231
CHEBI:8093,CHEBI:5855,UMLS:C0848633
CHEBI:75832,CHEBI:27470,HP:0100507
CHEBI:22652,CHEBI:18248,HP:0100507
CHEBI:9321,CHEBI:28971,UMLS:C1262006
CHEBI:6923,CHEBI:9667,MONDO:0004678
UNII:N6OU7HJ70P,CHEBI:33353,UMLS:C0852149
CHEBI:51209,CHEBI:94559,UMLS:C2721639
CHEBI:26710,CHEBI:32588,MONDO:0006919
CHEBI:27363,CHEBI:18248,UMLS:C0235950
CHEBI:90930,CHEBI:31236,MONDO:0005090
CHEBI:9321,CHEBI:28971,UMLS:C0038941
CHEBI:4754,CHEBI:9667,MONDO:0000879
CHEBI:135492,CHEBI:50156,UMLS:C0851300
CHEBI:31807,PUBCHEM.COMPOUND:160883,MONDO:0003198
